label,timestamp_s,total_rss_kb,num_procs
100pct__smash_warm,30.077,3246000,14
100pct__smash_warm,30.578,3265404,14
100pct__smash_warm,31.080,3290284,14
100pct__smash_warm,31.581,3306216,14
100pct__smash_warm,32.083,3329368,14
100pct__smash_warm,32.584,3361144,14
100pct__smash_warm,33.086,3417840,14
100pct__smash_warm,33.587,3440212,14
100pct__smash_warm,34.089,3540216,14
100pct__smash_warm,34.590,3547344,14
100pct__smash_warm,35.092,3639856,14
100pct__smash_warm,35.593,3666004,14
100pct__smash_warm,36.095,3741536,14
100pct__smash_warm,36.596,3815276,14
100pct__smash_warm,37.098,3889824,14
100pct__smash_warm,37.599,3988376,14
100pct__smash_warm,38.100,4009608,14
100pct__smash_warm,38.602,4023620,14
100pct__smash_warm,39.103,4028276,14
100pct__smash_warm,39.605,4010424,14
100pct__smash_warm,40.106,4024248,14
100pct__smash_warm,40.608,4113592,14
100pct__smash_warm,41.109,4047144,14
100pct__smash_warm,41.611,4065668,14
100pct__smash_warm,42.112,4117624,14
100pct__smash_warm,42.614,4309664,14
100pct__smash_warm,43.116,4308712,14
100pct__smash_warm,43.617,4335848,14
100pct__smash_warm,44.119,4483804,14
100pct__smash_warm,44.620,4143448,14
100pct__smash_warm,45.122,4143652,14
100pct__smash_warm,45.623,4142916,14
100pct__smash_warm,46.125,4144472,14
100pct__smash_warm,46.626,4158216,14
100pct__smash_warm,47.128,4177328,14
100pct__smash_warm,47.629,4183680,14
100pct__smash_warm,48.131,4190696,14
100pct__smash_warm,48.633,4193736,14
100pct__smash_warm,49.134,4204508,14
100pct__smash_warm,49.636,4210640,14
100pct__smash_warm,50.137,4210640,14
100pct__smash_warm,50.639,4216044,14
100pct__smash_warm,51.140,4227232,14
100pct__smash_warm,51.642,4234524,14
100pct__smash_warm,52.144,4236540,14
100pct__smash_warm,52.645,4238216,14
100pct__smash_warm,53.147,4242580,14
100pct__smash_warm,53.648,4248492,14
100pct__smash_warm,54.150,4253012,14
100pct__smash_warm,54.651,4255332,14
100pct__smash_warm,55.153,4257684,14
100pct__smash_warm,55.654,4274652,14
100pct__smash_warm,56.156,4278640,14
100pct__smash_warm,56.658,4299764,14
100pct__smash_warm,57.159,4300064,14
100pct__smash_warm,57.661,4326512,14
100pct__smash_warm,58.162,4391800,14
100pct__smash_warm,58.664,4391800,14
100pct__smash_warm,59.166,4486520,14
100pct__smash_warm,59.667,4490940,14
100pct__smash_warm,60.169,4490940,14
100pct__smash_warm,60.670,4534536,14
100pct__smash_warm,61.172,4557796,14
100pct__smash_warm,61.673,4558448,14
100pct__smash_warm,62.175,4565428,14
100pct__smash_warm,62.676,4565428,14
100pct__smash_warm,63.178,4565428,14
100pct__smash_warm,63.679,4558056,14
100pct__smash_warm,64.181,4558056,14
100pct__smash_warm,64.682,4558056,14
100pct__smash_warm,65.184,4558056,14
100pct__smash_warm,65.685,4600472,14
100pct__smash_warm,66.187,4707528,14
100pct__smash_warm,66.688,4812144,14
100pct__smash_warm,67.189,606648,2
100pct__smash_warm,67.690,655176,2
100pct__smash_warm,68.191,313628,3
100pct__smash_warm,68.692,1003076,3
100pct__smash_warm,69.192,1668212,3
100pct__smash_warm,69.693,2209908,3
100pct__smash_warm,70.194,2626952,3
100pct__smash_warm,70.695,2959252,3
100pct__smash_warm,71.196,3074600,3
100pct__smash_warm,71.697,3068540,3
100pct__smash_warm,72.198,2678004,3
100pct__smash_warm,72.698,4472472,3
100pct__smash_warm,73.199,5689856,3
100pct__smash_warm,73.700,6522664,3
100pct__smash_warm,74.201,7000980,3
100pct__smash_warm,74.702,7359128,3
100pct__smash_warm,75.203,8445652,3
100pct__smash_warm,75.703,8917232,3
100pct__smash_warm,76.204,9925268,3
100pct__smash_warm,76.705,10781432,3
100pct__smash_warm,77.206,11325640,3
100pct__smash_warm,77.707,11551768,3
100pct__smash_warm,78.208,11752668,3
100pct__smash_warm,78.708,11938732,3
100pct__smash_warm,79.209,12135452,3
100pct__smash_warm,79.710,12336528,3
100pct__smash_warm,80.211,12559904,3
100pct__smash_warm,80.712,12735204,3
100pct__smash_warm,81.213,12905016,3
100pct__smash_warm,81.713,13066892,3
100pct__smash_warm,82.214,13240352,3
100pct__smash_warm,82.715,13404188,3
100pct__smash_warm,83.216,13577588,3
100pct__smash_warm,83.717,13749696,3
100pct__smash_warm,84.217,13945900,3
100pct__smash_warm,84.718,14126700,3
100pct__smash_warm,85.219,14290432,3
100pct__smash_warm,85.720,14453336,3
100pct__smash_warm,86.221,14549148,3
100pct__smash_warm,86.722,14577100,3
100pct__smash_warm,87.223,14605512,3
100pct__smash_warm,87.724,14634096,3
100pct__smash_warm,88.225,14666116,3
100pct__smash_warm,88.726,14699208,3
100pct__smash_warm,89.226,14729928,3
100pct__smash_warm,89.727,14760204,3
100pct__smash_warm,90.228,14790716,3
100pct__smash_warm,90.729,14822512,3
100pct__smash_warm,91.230,14857380,3
100pct__smash_warm,91.730,14890280,3
100pct__smash_warm,92.231,14921996,3
100pct__smash_warm,92.732,14954096,3
100pct__smash_warm,93.233,14983164,3
100pct__smash_warm,93.734,15014836,3
100pct__smash_warm,94.235,15044336,3
100pct__smash_warm,94.736,15072928,3
100pct__smash_warm,95.237,15102048,3
100pct__smash_warm,95.737,15097724,3
100pct__smash_warm,96.238,14798640,3
100pct__smash_warm,96.739,14787880,3
100pct__smash_warm,97.240,14381596,3
100pct__smash_warm,97.740,14272860,3
100pct__smash_warm,98.241,14268192,3
100pct__smash_warm,98.742,14104848,3
100pct__smash_warm,99.243,14127388,3
100pct__smash_warm,99.744,14147720,3
100pct__smash_warm,100.244,14170832,3
100pct__smash_warm,100.745,14194200,3
100pct__smash_warm,101.246,14218136,3
100pct__smash_warm,101.747,14237156,3
100pct__smash_warm,102.247,14172344,3
100pct__smash_warm,102.748,14085008,3
100pct__smash_warm,103.249,13985772,3
100pct__smash_warm,103.750,12649976,3
100pct__smash_warm,104.251,11716584,3
100pct__smash_warm,104.752,11734544,3
100pct__smash_warm,105.252,11754876,3
100pct__smash_warm,105.753,11763060,3
100pct__smash_warm,106.254,11764832,3
100pct__smash_warm,106.755,11759468,3
100pct__smash_warm,107.256,11761936,3
100pct__smash_warm,107.757,11753484,3
100pct__smash_warm,108.257,11753192,3
100pct__smash_warm,108.758,11754724,3
100pct__smash_warm,109.259,11756236,3
100pct__smash_warm,109.760,11757712,3
100pct__smash_warm,110.261,11761908,3
100pct__smash_warm,110.761,11763416,3
100pct__smash_warm,111.262,11765100,3
100pct__smash_warm,111.763,11766812,3
100pct__smash_warm,112.264,11768456,3
100pct__smash_warm,112.765,11770048,3
100pct__smash_warm,113.266,11771664,3
100pct__smash_warm,113.766,11773608,3
100pct__smash_warm,114.267,11775232,3
100pct__smash_warm,114.768,11791136,3
100pct__smash_warm,115.269,11759416,3
100pct__smash_warm,115.770,11713188,3
100pct__smash_warm,116.271,11691764,3
100pct__smash_warm,116.772,11693928,3
100pct__smash_warm,117.272,11695300,3
100pct__smash_warm,117.773,11694624,3
100pct__smash_warm,118.274,11691580,3
100pct__smash_warm,118.775,11691760,3
100pct__smash_warm,119.276,11695352,3
100pct__smash_warm,119.777,11697824,3
100pct__smash_warm,120.278,11698624,3
100pct__smash_warm,120.778,11836232,3
100pct__smash_warm,121.279,11836800,3
100pct__smash_warm,121.780,11837136,3
100pct__smash_warm,122.281,11837080,3
100pct__smash_warm,122.782,11930712,3
100pct__smash_warm,123.283,11940528,3
100pct__smash_warm,123.784,11933340,3
100pct__smash_warm,124.285,11931448,3
100pct__smash_warm,124.785,11939456,3
100pct__smash_warm,125.286,11949396,3
100pct__smash_warm,125.787,11959800,3
100pct__smash_warm,126.288,12026632,3
100pct__smash_warm,126.789,12040244,3
100pct__smash_warm,127.289,12051432,3
100pct__smash_warm,127.790,12075236,3
100pct__smash_warm,128.291,12108712,3
100pct__smash_warm,128.792,12103388,3
100pct__smash_warm,129.293,12112820,3
100pct__smash_warm,129.793,12107888,3
100pct__smash_warm,130.294,12115680,3
100pct__smash_warm,130.795,12146068,3
100pct__smash_warm,131.296,12133604,3
100pct__smash_warm,131.797,12074280,3
100pct__smash_warm,132.297,12085828,3
100pct__smash_warm,132.798,12081004,3
100pct__smash_warm,133.299,12091044,3
100pct__smash_warm,133.800,12111812,3
100pct__smash_warm,134.301,12152160,3
100pct__smash_warm,134.801,12109504,3
100pct__smash_warm,135.302,12122360,3
100pct__smash_warm,135.803,12126108,3
100pct__smash_warm,136.304,12141620,3
100pct__smash_warm,136.805,12146852,3
100pct__smash_warm,137.305,12137976,3
100pct__smash_warm,137.806,12141492,3
100pct__smash_warm,138.307,12124208,3
100pct__smash_warm,138.808,12136328,3
100pct__smash_warm,139.309,12116104,3
100pct__smash_warm,139.809,12126224,3
100pct__smash_warm,140.310,12080788,3
100pct__smash_warm,140.811,12093124,3
100pct__smash_warm,141.312,12095128,3
100pct__smash_warm,141.813,12102736,3
100pct__smash_warm,142.313,12120840,3
100pct__smash_warm,142.814,12126784,3
100pct__smash_warm,143.315,12150684,3
100pct__smash_warm,143.816,12161460,3
100pct__smash_warm,144.317,12407140,3
100pct__smash_warm,144.817,12573584,3
100pct__smash_warm,145.318,12887508,3
100pct__smash_warm,145.819,12817964,3
100pct__smash_warm,146.320,12537680,3
100pct__smash_warm,146.820,12535104,3
100pct__smash_warm,147.321,12509220,3
100pct__smash_warm,147.822,12534348,3
100pct__smash_warm,148.323,12821220,3
100pct__smash_warm,148.824,13188304,3
100pct__smash_warm,149.325,13242884,3
100pct__smash_warm,149.826,13235232,3
100pct__smash_warm,150.327,13233136,3
100pct__smash_warm,150.828,13228208,3
100pct__smash_warm,151.329,13229652,3
100pct__smash_warm,151.829,13229844,3
100pct__smash_warm,152.330,13231012,3
100pct__smash_warm,152.831,13231336,3
100pct__smash_warm,153.332,13231484,3
100pct__smash_warm,153.832,13231780,3
100pct__smash_warm,154.333,13232016,3
100pct__smash_warm,154.834,13232768,3
100pct__smash_warm,155.335,13239348,3
100pct__smash_warm,155.836,13247840,3
100pct__smash_warm,156.336,13253932,3
100pct__smash_warm,156.837,13265748,3
100pct__smash_warm,157.338,12987824,3
100pct__smash_warm,157.839,12710168,3
100pct__smash_warm,158.340,12717792,3
100pct__smash_warm,158.841,12714512,3
100pct__smash_warm,159.342,12719808,3
100pct__smash_warm,159.842,12730104,3
100pct__smash_warm,160.343,12737364,3
100pct__smash_warm,160.844,12775064,3
100pct__smash_warm,161.345,12776896,3
100pct__smash_warm,161.846,12787776,3
100pct__smash_warm,162.347,12783796,3
100pct__smash_warm,162.847,12776280,3
100pct__smash_warm,163.348,12773196,3
100pct__smash_warm,163.849,12765472,3
100pct__smash_warm,164.350,12760320,3
100pct__smash_warm,164.851,12755628,3
100pct__smash_warm,165.352,12762884,3
100pct__smash_warm,165.852,12764512,3
100pct__smash_warm,166.353,12764932,3
100pct__smash_warm,166.854,12770028,3
100pct__smash_warm,167.355,12718584,3
100pct__smash_warm,167.856,12723976,3
100pct__smash_warm,168.357,12630132,3
100pct__smash_warm,168.858,12636596,3
100pct__smash_warm,169.358,12650948,3
100pct__smash_warm,169.859,12656688,3
100pct__smash_warm,170.360,12670884,3
100pct__smash_warm,170.861,12663576,3
100pct__smash_warm,171.362,12673240,3
100pct__smash_warm,171.863,12667452,3
100pct__smash_warm,172.363,12676976,3
100pct__smash_warm,172.864,12675816,3
100pct__smash_warm,173.365,12671424,3
100pct__smash_warm,173.866,12675020,3
100pct__smash_warm,174.367,12676212,3
100pct__smash_warm,174.868,12667808,3
100pct__smash_warm,175.368,12675424,3
100pct__smash_warm,175.869,12675064,3
100pct__smash_warm,176.370,12681060,3
100pct__smash_warm,176.871,12681108,3
100pct__smash_warm,177.372,12680552,3
100pct__smash_warm,177.873,12694452,3
100pct__smash_warm,178.374,12695524,3
100pct__smash_warm,178.875,12697152,3
100pct__smash_warm,179.376,12694032,3
100pct__smash_warm,179.876,12699416,3
100pct__smash_warm,180.377,12630672,3
100pct__smash_warm,180.878,12630676,3
100pct__smash_warm,181.379,12634420,3
100pct__smash_warm,181.880,12563412,3
100pct__smash_warm,182.381,12563584,3
100pct__smash_warm,182.882,12563892,3
100pct__smash_warm,183.383,12563992,3
100pct__smash_warm,183.884,12564376,3
100pct__smash_warm,184.385,12611004,3
100pct__smash_warm,184.886,12759744,3
100pct__smash_warm,185.386,12621748,3
100pct__smash_warm,185.887,12618884,3
100pct__smash_warm,186.388,12627052,3
100pct__smash_warm,186.889,12667248,3
100pct__smash_warm,187.390,12801480,3
100pct__smash_warm,187.890,12781284,3
100pct__smash_warm,188.392,12826320,3
100pct__smash_warm,188.893,12768840,3
100pct__smash_warm,189.393,12833620,3
100pct__smash_warm,189.894,12912096,3
100pct__smash_warm,190.395,12954896,3
100pct__smash_warm,190.896,13126564,3
100pct__smash_warm,191.397,13087792,3
100pct__smash_warm,191.898,12737720,3
100pct__smash_warm,192.399,12771408,3
100pct__smash_warm,192.900,12974740,3
100pct__smash_warm,193.400,13117896,3
100pct__smash_warm,193.901,13029540,3
100pct__smash_warm,194.402,12952132,3
100pct__smash_warm,194.903,12801772,3
100pct__smash_warm,195.404,12805948,3
100pct__smash_warm,195.905,12882392,3
100pct__smash_warm,196.405,12995156,3
100pct__smash_warm,196.906,13105500,3
100pct__smash_warm,197.407,13164368,3
100pct__smash_warm,197.908,13167848,3
100pct__smash_warm,198.409,13228232,3
100pct__smash_warm,198.910,13289028,3
100pct__smash_warm,199.411,12926716,3
100pct__smash_warm,199.912,13050364,3
100pct__smash_warm,200.413,13247764,3
100pct__smash_warm,200.913,13447084,3
100pct__smash_warm,201.414,13384120,3
100pct__smash_warm,201.915,13548172,3
100pct__smash_warm,202.416,13675576,3
100pct__smash_warm,202.917,13692316,3
100pct__smash_warm,203.417,13255296,3
100pct__smash_warm,203.918,13255296,3
100pct__smash_warm,204.419,12892536,3
100pct__smash_warm,204.920,12924408,3
100pct__smash_warm,205.421,12879572,3
100pct__smash_warm,205.922,12878148,3
100pct__smash_warm,206.423,12927080,3
100pct__smash_warm,206.923,13132428,3
100pct__smash_warm,207.424,13260180,3
100pct__smash_warm,207.925,13146816,3
100pct__smash_warm,208.426,13146816,3
100pct__smash_warm,208.927,13146880,3
100pct__smash_warm,209.428,12748092,3
100pct__smash_warm,209.929,12759640,3
100pct__smash_warm,210.430,12609704,3
100pct__smash_warm,210.931,12607940,3
100pct__smash_warm,211.432,12620072,3
100pct__smash_warm,211.933,12619468,3
100pct__smash_warm,212.434,12619968,3
100pct__smash_warm,212.934,12618508,3
100pct__smash_warm,213.435,12618748,3
100pct__smash_warm,213.936,12618512,3
100pct__smash_warm,214.437,12618512,3
100pct__smash_warm,214.938,12618912,3
100pct__smash_warm,215.438,12619424,3
100pct__smash_warm,215.939,12619092,3
100pct__smash_warm,216.440,12624836,3
100pct__smash_warm,216.941,12634276,3
100pct__smash_warm,217.442,12629104,3
100pct__smash_warm,217.942,12619508,3
100pct__smash_warm,218.443,12619540,3
100pct__smash_warm,218.944,12685136,3
100pct__smash_warm,219.445,12619692,3
100pct__smash_warm,219.946,12619816,3
100pct__smash_warm,220.447,12619968,3
100pct__smash_warm,220.948,12653260,3
100pct__smash_warm,221.448,12702048,3
100pct__smash_warm,221.949,12783876,3
100pct__smash_warm,222.450,12798760,3
100pct__smash_warm,222.951,12833748,3
100pct__smash_warm,223.452,12887024,3
100pct__smash_warm,223.953,12948468,3
100pct__smash_warm,224.453,12926752,3
100pct__smash_warm,224.954,13030096,3
100pct__smash_warm,225.455,13070436,3
100pct__smash_warm,225.956,13116468,3
100pct__smash_warm,226.457,13053656,3
100pct__smash_warm,226.958,13267164,3
100pct__smash_warm,227.458,13258112,3
100pct__smash_warm,227.959,13273132,3
100pct__smash_warm,228.460,13265340,3
100pct__smash_warm,228.961,13332880,3
100pct__smash_warm,229.462,13386716,3
100pct__smash_warm,229.962,13393472,3
100pct__smash_warm,230.463,13398404,3
100pct__smash_warm,230.964,13260780,3
100pct__smash_warm,231.465,13293264,3
100pct__smash_warm,231.966,13283096,3
100pct__smash_warm,232.467,13298524,3
100pct__smash_warm,232.968,13292076,3
100pct__smash_warm,233.468,13295412,3
100pct__smash_warm,233.969,13305976,3
100pct__smash_warm,234.470,13313064,3
100pct__smash_warm,234.971,13320128,3
100pct__smash_warm,235.472,13335308,3
100pct__smash_warm,235.973,13340436,3
100pct__smash_warm,236.473,13348560,3
100pct__smash_warm,236.974,13000036,3
100pct__smash_warm,237.475,12947748,3
100pct__smash_warm,237.976,12955412,3
100pct__smash_warm,238.477,12972224,3
100pct__smash_warm,238.978,13006612,3
100pct__smash_warm,239.478,13003272,3
100pct__smash_warm,239.979,12967256,3
100pct__smash_warm,240.480,12936596,3
100pct__smash_warm,240.981,12929332,3
100pct__smash_warm,241.482,12932872,3
100pct__smash_warm,241.983,12934412,3
100pct__smash_warm,242.483,12933332,3
100pct__smash_warm,242.984,12928532,3
100pct__smash_warm,243.485,12927592,3
100pct__smash_warm,243.986,12927672,3
100pct__smash_warm,244.487,12927728,3
100pct__smash_warm,244.988,12940240,3
100pct__smash_warm,245.489,12968556,3
100pct__smash_warm,245.989,13112728,3
100pct__smash_warm,246.490,13111172,3
100pct__smash_warm,246.991,12999748,3
100pct__smash_warm,247.492,12965928,3
100pct__smash_warm,247.993,13008444,3
100pct__smash_warm,248.494,13028408,3
100pct__smash_warm,248.995,13033116,3
100pct__smash_warm,249.495,13033620,3
100pct__smash_warm,249.996,13031900,3
100pct__smash_warm,250.497,13127544,3
100pct__smash_warm,250.998,13216276,3
100pct__smash_warm,251.499,13344440,3
100pct__smash_warm,252.000,13401636,3
100pct__smash_warm,252.501,13256732,3
100pct__smash_warm,253.002,13199264,3
100pct__smash_warm,253.502,13296508,3
100pct__smash_warm,254.003,13376204,3
100pct__smash_warm,254.504,13440528,3
100pct__smash_warm,255.005,13497896,3
100pct__smash_warm,255.506,13547376,3
100pct__smash_warm,256.007,13621500,3
100pct__smash_warm,256.507,13690312,3
100pct__smash_warm,257.008,13733848,3
100pct__smash_warm,257.509,13805584,3
100pct__smash_warm,258.010,13873284,3
100pct__smash_warm,258.511,13921848,3
100pct__smash_warm,259.012,13980796,3
100pct__smash_warm,259.513,14037672,3
100pct__smash_warm,260.014,14074900,3
100pct__smash_warm,260.514,13424200,3
100pct__smash_warm,261.015,13448584,3
100pct__smash_warm,261.516,13509480,3
100pct__smash_warm,262.017,13568436,3
100pct__smash_warm,262.518,13621408,3
100pct__smash_warm,263.018,13696488,3
100pct__smash_warm,263.519,13767040,3
100pct__smash_warm,264.020,13704404,3
100pct__smash_warm,264.521,13771140,3
100pct__smash_warm,265.022,13824696,3
100pct__smash_warm,265.523,13890996,3
100pct__smash_warm,266.023,13958776,3
100pct__smash_warm,266.524,14025592,3
100pct__smash_warm,267.025,14094516,3
100pct__smash_warm,267.526,14166212,3
100pct__smash_warm,268.027,14229576,3
100pct__smash_warm,268.528,14280764,3
100pct__smash_warm,269.029,14295668,3
100pct__smash_warm,269.530,14263872,3
100pct__smash_warm,270.030,14276216,3
100pct__smash_warm,270.531,14203276,3
100pct__smash_warm,271.032,14168292,3
100pct__smash_warm,271.533,14169552,3
100pct__smash_warm,272.034,14167060,3
100pct__smash_warm,272.534,14127804,3
100pct__smash_warm,273.035,14040764,3
100pct__smash_warm,273.536,14066492,3
100pct__smash_warm,274.037,14104668,3
100pct__smash_warm,274.538,14178768,3
100pct__smash_warm,275.038,14360260,3
100pct__smash_warm,275.539,14507156,3
100pct__smash_warm,276.040,14491764,3
100pct__smash_warm,276.541,14650044,3
100pct__smash_warm,277.041,14385864,3
100pct__smash_warm,277.542,14375560,3
100pct__smash_warm,278.043,14366120,3
100pct__smash_warm,278.544,14132736,3
100pct__smash_warm,279.045,14118620,3
100pct__smash_warm,279.545,14189804,3
100pct__smash_warm,280.046,14292388,3
100pct__smash_warm,280.547,14389660,3
100pct__smash_warm,281.048,14691000,3
100pct__smash_warm,281.549,14775848,3
100pct__smash_warm,282.050,14741664,3
100pct__smash_warm,282.551,14821548,3
100pct__smash_warm,283.052,14424068,3
100pct__smash_warm,283.553,14541360,3
100pct__smash_warm,284.054,14733180,3
100pct__smash_warm,284.554,14803288,3
100pct__smash_warm,285.055,15024168,3
100pct__smash_warm,285.556,15436284,3
100pct__smash_warm,286.057,15909436,3
100pct__smash_warm,286.558,16357576,3
100pct__smash_warm,287.058,15999276,3
100pct__smash_warm,287.559,15961364,3
100pct__smash_warm,288.060,15394360,3
100pct__smash_warm,288.561,15153052,3
100pct__smash_warm,289.062,15022816,3
100pct__smash_warm,289.563,15022848,3
100pct__smash_warm,290.063,15022880,3
100pct__smash_warm,290.564,14134676,3
100pct__smash_warm,291.065,14134744,3
100pct__smash_warm,291.566,14166184,3
100pct__smash_warm,292.067,14260128,3
100pct__smash_warm,292.568,14365236,3
100pct__smash_warm,293.069,14496544,3
100pct__smash_warm,293.569,14564376,3
100pct__smash_warm,294.070,14733964,3
100pct__smash_warm,294.571,15043536,3
100pct__smash_warm,295.072,15468940,3
100pct__smash_warm,295.573,15862272,3
100pct__smash_warm,296.073,16026208,3
100pct__smash_warm,296.574,15737504,3
100pct__smash_warm,297.075,15737504,3
100pct__smash_warm,297.576,15737636,3
100pct__smash_warm,298.077,15738320,3
100pct__smash_warm,298.578,14941172,3
100pct__smash_warm,299.079,13876704,3
100pct__smash_warm,299.579,13877772,3
100pct__smash_warm,300.080,13890640,3
100pct__smash_warm,300.581,13962464,3
100pct__smash_warm,301.082,13935408,3
100pct__smash_warm,301.583,13938328,3
100pct__smash_warm,302.084,13941236,3
100pct__smash_warm,302.584,13942492,3
100pct__smash_warm,303.085,14011160,3
100pct__smash_warm,303.586,14019596,3
100pct__smash_warm,304.087,14021652,3
100pct__smash_warm,304.588,13972860,3
100pct__smash_warm,305.089,13966720,3
100pct__smash_warm,305.590,14081600,3
100pct__smash_warm,306.091,13998432,3
100pct__smash_warm,306.592,13981140,3
100pct__smash_warm,307.093,13979772,3
100pct__smash_warm,307.594,13824296,3
100pct__smash_warm,308.094,13688888,3
100pct__smash_warm,308.596,13688888,3
100pct__smash_warm,309.097,13702684,3
100pct__smash_warm,309.598,13694216,3
100pct__smash_warm,310.099,13686568,3
100pct__smash_warm,310.599,13686568,3
100pct__smash_warm,311.100,13686568,3
100pct__smash_warm,311.601,13686712,3
100pct__smash_warm,312.102,13686736,3
100pct__smash_warm,312.603,13686804,3
100pct__smash_warm,313.104,13686804,3
100pct__smash_warm,313.605,13686804,3
100pct__smash_warm,314.106,13686804,3
100pct__smash_warm,314.607,13686900,3
100pct__smash_warm,315.108,13687012,3
100pct__smash_warm,315.609,13687132,3
100pct__smash_warm,316.109,13687132,3
100pct__smash_warm,316.610,13703976,3
100pct__smash_warm,317.111,13754644,3
100pct__smash_warm,317.612,13820208,3
100pct__smash_warm,318.113,14063180,3
100pct__smash_warm,318.614,14357968,3
100pct__smash_warm,319.115,14382008,3
100pct__smash_warm,319.616,14396248,3
100pct__smash_warm,320.116,14389396,3
100pct__smash_warm,320.617,14398328,3
100pct__smash_warm,321.118,14390064,3
100pct__smash_warm,321.619,14397716,3
100pct__smash_warm,322.120,14401488,3
100pct__smash_warm,322.621,14411604,3
100pct__smash_warm,323.122,14412328,3
100pct__smash_warm,323.622,14414268,3
100pct__smash_warm,324.123,14427968,3
100pct__smash_warm,324.624,14435400,3
100pct__smash_warm,325.125,14462308,3
100pct__smash_warm,325.626,14474736,3
100pct__smash_warm,326.127,14472844,3
100pct__smash_warm,326.628,14427936,3
100pct__smash_warm,327.129,14431928,3
100pct__smash_warm,327.630,14431436,3
100pct__smash_warm,328.130,14433568,3
100pct__smash_warm,328.631,14438896,3
100pct__smash_warm,329.132,14440472,3
100pct__smash_warm,329.633,14440936,3
100pct__smash_warm,330.134,14443724,3
100pct__smash_warm,330.635,14447084,3
100pct__smash_warm,331.136,14450912,3
100pct__smash_warm,331.637,14454896,3
100pct__smash_warm,332.137,14457836,3
100pct__smash_warm,332.638,14458760,3
100pct__smash_warm,333.139,14459832,3
100pct__smash_warm,333.640,14460492,3
100pct__smash_warm,334.141,14461044,3
100pct__smash_warm,334.642,14453184,3
100pct__smash_warm,335.143,14452708,3
100pct__smash_warm,335.644,14452360,3
100pct__smash_warm,336.144,14423604,3
100pct__smash_warm,336.645,14423604,3
100pct__smash_warm,337.146,14423604,3
100pct__smash_warm,337.647,14423604,3
100pct__smash_warm,338.148,14420416,3
100pct__smash_warm,338.649,14419488,3
100pct__smash_warm,339.150,14416268,3
100pct__smash_warm,339.650,14370416,3
100pct__smash_warm,340.151,14365604,3
100pct__smash_warm,340.653,14365608,3
100pct__smash_warm,341.154,14365620,3
100pct__smash_warm,341.654,14366112,3
100pct__smash_warm,342.155,14366188,3
100pct__smash_warm,342.656,14366008,3
100pct__smash_warm,343.157,14365880,3
100pct__smash_warm,343.658,14365880,3
100pct__smash_warm,344.159,14365880,3
100pct__smash_warm,344.660,14365976,3
100pct__smash_warm,345.160,14365976,3
100pct__smash_warm,345.661,14365976,3
100pct__smash_warm,346.162,14367672,3
100pct__smash_warm,346.663,14367988,3
100pct__smash_warm,347.164,14367380,3
100pct__smash_warm,347.665,14366072,3
100pct__smash_warm,348.166,14366140,3
100pct__smash_warm,348.667,14366116,3
100pct__smash_warm,349.167,14366112,3
100pct__smash_warm,349.668,14366124,3
